Date,AAPL,ABBV,AMZN,BA,BAC,BRK-B,CAT,COP,CVX,GE,GOOGL,GS,HD,HON,JNJ,JPM,LLY,META,MSFT,NEE,NKE,NVDA,PFE,SLB,TSLA,UNH,UPS,V,WMT,XOM
2019-01-03,-0.09960723699454421,-0.032948696556238666,-0.025241497784936007,-0.03986900078765965,-0.016025492170566258,-0.05493096263319763,-0.03853443378846133,-0.01893355343747194,-0.019152462479744337,0.00124281837433049,-0.02769553798729507,-0.014648754295979005,-0.022040438332717183,-0.013350603004340322,-0.015890205234080024,-0.014211444886858438,-0.03107574318013362,-0.029038992533908847,-0.03678796963215003,-0.002472876850990735,-0.017688188363777835,-0.06041705306028333,-0.027976879786950515,0.010752667248386194,-0.03147171266518334,-0.027270166097070114,-0.028392213105492226,-0.03603682440730338,-0.005142473586878582,-0.015353668177180424
2019-01-04,0.042689202040013585,0.03221712659995202,0.05006399867375011,0.05204243158306254,0.041531015317149755,0.018470172276390695,0.054645377137666484,0.02524927283860623,0.020723823089056292,0.021091681451780087,0.05129353225620359,0.03268274311286379,0.02971356306974804,0.03498153665452963,0.016783175650670668,0.03686484832493164,0.03009623287327501,0.047138342706876335,0.04650941699836664,0.01841702042582094,0.026116715280685154,0.0640674001213073,0.022835028267812252,0.03962780064451943,0.0576973909120706,0.011695330786581914,0.034833392289026044,0.04308102909805145,0.006245944698107353,0.0368699139212072
2019-01-07,-0.002225571932008119,0.01459515523093824,0.03435341415874271,0.00314909822063858,-0.0007820311092170407,0.008760280433408818,0.000624357159041411,-0.004391838406880955,0.012993969766391888,0.06196823428837117,-0.0019943417776642214,0.0055414484418800924,0.019697770189843977,0.005571082217289636,-0.0064147002201536685,0.000695298883874429,0.005407137101562709,0.0007248366469916334,0.0012751029631812294,-0.001449315219184899,0.014333385105804064,0.05294091685071112,0.0053490861563056935,0.02762843282571481,0.05436123871697496,0.00192011567471706,-0.003376336611821684,0.018032588972796804,0.011772390592851512,0.0052000068747575234
2019-01-08,0.019063363753190288,0.004647596236298179,0.01661235994563981,0.037853278666085455,-0.0019562966581287977,-0.003047108284783717,0.012009705327064024,0.013392032272900645,-0.004364893077898668,-0.020594822615627173,0.008783273308448303,-0.0036928471817923025,0.004801467386964076,-0.0020685571393569413,0.023226588343193688,-0.001885506724165098,0.009194970968561034,0.03245210235853557,0.007250815333351923,0.007313447349471147,0.013338893752218306,-0.024895460767356492,0.004626625354084091,0.012447133716789516,0.0011642764023440666,0.013370087108371953,0.00010253012396632677,0.005438416823515757,0.006981140638346872,0.007270806351351133
2019-01-09,0.01698133874792651,-0.03282321130826549,0.0017143547179709895,0.00969069694753144,0.009800121676223572,0.00030562660761002114,0.003852967507881111,0.03311533488287721,0.013420364619896041,-0.007009552433021038,-0.0034275371542731303,0.006272272745289076,0.010343639369413404,0.004663657409212485,-0.007925697679873722,-0.0016904917282296594,0.007478137712447763,0.011927236552416565,0.014299452139479696,-0.004322011975443352,-0.0018250178219685331,0.01966675245617755,-0.002072412674279933,0.01401507335205765,0.009482625353500751,0.0014387944604961067,0.005132766552297774,0.011769085477674635,-0.0032563072480820132,0.0052747355584086275
2019-01-10,0.0031965414613712717,0.004441400266712359,-0.0019284287379283116,0.025535772680023383,-0.0011643648930396155,0.0010694440041201236,0.02064944071062591,0.02242284555454699,0.0015891838193875518,0.051764951894871514,-0.0026070345270283735,-0.002663410511841713,-0.0037278542557791505,0.014957221567324375,0.006049805235232242,-9.982696967270055e-05,-0.010835135307326382,-0.0002080254978911178,-0.006425333635150965,0.015047801308780251,-0.00221955635238702,0.01858613517902974,-0.023765415373835586,0.009942097479755274,0.019023398389568458,0.005048257305481307,0.01011038843684231,0.001878534939937948,0.0007376086278809701,-0.005109111525417598
2019-01-11,-0.00981839263481643,0.0012473116383706628,-0.009455231305329326,0.0008226377510744953,0.011659519006192554,-0.0014752698251122576,-0.0064676864401597145,-0.022814115264395585,-0.008021228638677713,0.0,-0.013310750043726838,0.005284421031531927,0.001954650478744213,-0.0028311950966011246,0.0003085173610117842,-0.004780966745687287,0.0020699889708297725,-0.0027737882819629522,-0.007722144176142587,0.0018245027124583757,-0.004972190525180498,0.024788104432879265,0.013471657704752005,0.0021608317705399394,0.0066383165769237085,0.011434748104625303,-0.010110578117935476,-0.0043990726241783795,-0.0012635686654277611,-0.004579914508754501
2019-01-14,-0.015037005542841708,-0.02842731229363049,-0.014232985793521946,-0.007197592496263283,0.013061902599256436,-0.002598168649853294,-0.002271598565107058,-0.01174853763488104,-0.007286203255512658,-0.004474159263427868,-0.012175155508239333,0.010116746367345941,-0.0033443360487781515,0.0018200074408161182,-0.011329442915086418,0.010308967517539624,-0.012911013327973397,0.011056928584368686,-0.007295690765999674,-0.025496934944252758,0.0006573825353344276,0.010817770822454387,-0.011893779896576473,-0.01006221359748194,-0.0370328047095243,0.0015745349503031303,0.012562697144253177,-0.006953489937935542,0.001159854145656336,-0.0012548280150973534
2019-01-15,0.02046697299608602,0.008730583955506077,0.035462313843586335,0.005365976138209216,0.006825959747593036,0.005925036619379265,-0.008421727862844675,0.006401370750357849,0.003580421726207872,-0.019101005995438403,0.033285576940099926,0.0066587984785835275,-0.013086768659419379,0.001162694128394648,0.008418967916008935,0.007331282138950401,0.021014925705477472,0.024485809736486397,0.02900529655112294,0.02038233680728485,0.023525048441956464,-0.0037888636126086617,0.008496643366617374,0.009680069225052046,0.029994027272290946,0.0355157299816824,-0.01593717867660649,0.0017508083626598392,0.01369120668449808,0.0005581711167081949
2019-01-16,0.012216562568209577,0.000584807710623414,0.005505997778829874,-0.0005111666690442718,0.07156266223226115,0.00746420840093398,0.0074222078189503105,-0.005603302546833722,-0.006421654340608818,0.028636715654152267,0.002761044087851827,0.09543607689751021,0.003229890948924119,0.001814591216867889,-0.010204143498943719,0.008064384871087737,-0.002476793645175057,-0.009466238414864048,0.0035234435231821237,-0.000229054898390757,-0.002568376695824881,-0.0068727545441412685,-0.014509603553284123,-0.011265141364175224,0.004703414429845898,0.01786914764536296,-0.00584232072382973,0.0,0.0010390928681560663,-0.00041861735206383255
