source,target,p_val,lag
BA,SLB,0.013322077937877345,4
BA,TSLA,0.014817648336855112,2
BA,UNH,0.0008578047259376227,2
BA,UPS,0.0006269671678002683,4
BA,V,3.449166921908532e-05,4
BA,WMT,0.0003964334408121258,5
BA,XOM,9.248420609732922e-05,4
BAC,AAPL,2.382705793410014e-08,3
BAC,ABBV,4.1506035050556816e-05,5
BAC,AMZN,3.174104158463559e-05,2
BAC,BA,3.7244910111821377e-06,5
BAC,CAT,0.00736774910487064,2
BAC,COP,0.0013001934123120567,5
BAC,CVX,2.7388988510093486e-07,5
BAC,GE,0.0012835354457939596,5
BAC,GOOGL,3.9353959822957154e-07,2
BAC,GS,0.011673688410927906,2
BAC,HD,3.6614784971726934e-09,2
BAC,HON,0.02965826122041949,5
BAC,JNJ,0.00022491658845096528,3
BAC,LLY,0.000251356025889496,4
BAC,META,0.0004913109995274611,1
BAC,MSFT,1.9477647635725507e-07,2
BAC,NEE,8.00582063832157e-05,3
BAC,NKE,0.01804997098204137,4
BAC,NVDA,0.0002543751207125661,2
BAC,PFE,0.00010024739660225239,4
BAC,SLB,0.00040560384974942695,5
BAC,UNH,0.0021871032682913,5
BAC,UPS,0.0007554316344154739,2
BAC,V,3.0150636702520084e-05,2
BAC,WMT,3.9725717689137407e-10,3
BAC,XOM,1.980576578600779e-07,3
BRK-B,AAPL,1.655705401263566e-09,2
BRK-B,ABBV,2.4621026927038917e-06,4
BRK-B,AMZN,2.424123070924715e-05,2
BRK-B,BA,0.00013562862000792675,1
BRK-B,BAC,0.0004155231630232874,1
BRK-B,CAT,0.0006993927106467055,2
BRK-B,COP,0.00012845745345007483,3
BRK-B,CVX,8.957201390252062e-05,5
BRK-B,GE,0.009008826895291918,5
BRK-B,GOOGL,3.4743220887826416e-07,2
BRK-B,GS,1.3229296301704133e-06,1
BRK-B,HD,1.3344862158382046e-15,4
BRK-B,HON,0.00010429053489686039,1
BRK-B,JNJ,9.70623046753918e-06,3
BRK-B,JPM,0.010749512510296256,1
BRK-B,LLY,2.2856427004683246e-06,4
BRK-B,META,1.650812213442833e-07,4
BRK-B,MSFT,2.2857311185981822e-10,2
BRK-B,NEE,7.133933638965025e-06,3
BRK-B,NKE,0.004347138983907103,1
BRK-B,NVDA,1.88357209712207e-07,1
BRK-B,PFE,2.645521243004788e-05,4
BRK-B,SLB,0.01035849316478863,3
BRK-B,TSLA,0.024286391826457254,2
BRK-B,UNH,0.00014514757047462025,2
BRK-B,UPS,1.5606433999617246e-05,4
BRK-B,V,3.485268720916455e-07,2
BRK-B,WMT,3.004996027326171e-09,3
BRK-B,XOM,1.7791775133314038e-07,2
CAT,AAPL,0.001343711828398726,1
CAT,ABBV,0.01085515992528595,5
CAT,AMZN,6.559955968221359e-05,1
CAT,BA,0.0011289044715263017,5
CAT,GOOGL,0.007918385550090402,1
CAT,HD,0.001006983882259357,5
CAT,HON,0.02724390136270603,5
CAT,JNJ,0.0004452846946363923,2
CAT,LLY,0.02577987599359504,4
CAT,META,0.019528474665968104,1
CAT,MSFT,3.213696288961731e-05,1
CAT,NEE,0.01747129581179896,5
CAT,NVDA,0.0018974227170878767,1
CAT,SLB,0.014271606621104929,2
CAT,TSLA,0.03401101562047715,3
CAT,UNH,0.0059065804250101935,5
CAT,V,0.024660135242195964,5
CAT,WMT,0.00012644812385457875,5
CAT,XOM,0.005010263917781702,2
COP,AAPL,2.5238993558120395e-08,4
COP,ABBV,0.000711757276044489,5
COP,AMZN,0.0006494305631753694,1
COP,BA,0.0012785623027007286,5
COP,BAC,6.600224699732147e-06,5
COP,BRK-B,0.005780206085788693,4
COP,CVX,1.4330127403275178e-08,5
COP,GE,0.00826475668498151,3
COP,GOOGL,4.842459508265481e-05,5
COP,GS,0.00020698704275005743,5
COP,HD,1.12314084838813e-09,4
COP,HON,4.900332740692663e-05,3
COP,JNJ,1.6607058744600128e-06,3
COP,LLY,0.0017528090168142869,3
COP,META,0.00011916977447095273,2
COP,MSFT,2.0749901445429982e-09,4
COP,NEE,3.469392915063306e-09,3
COP,NKE,0.0002854564755155566,3
COP,NVDA,1.4834441889056693e-05,4
COP,PFE,0.0008807408506279602,2
COP,SLB,0.024167874855341345,5
COP,TSLA,0.02561095007424985,3
COP,UNH,0.0016352090675992453,5
COP,UPS,0.0015041651086043649,5
